durasi_manhour,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
3,CONNECTION,CONNECTION,OFF-LOAD,300,REPAIR,,
28,CONNECTION,CONNECTION,ON-LOAD,300,REPAIR,,
14,CONNECTION,CONNECTION,CHANGE OVER BOARD,300,REPAIR,,
28,CONNECTION,CONNECTION,DOUBLE TAP,300,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,FLAT,300,REPAIR,,
2,FINAL ASSEMBLY,HV CONNECTION,RAIL,300,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,300,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,FLAT,300,REPAIR,,
2,FINAL ASSEMBLY,LV CONNECTION,RAIL,300,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,300,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,300,REPAIR,,
3,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,300,REPAIR,,
1,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,300,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,300,REPAIR,,
3,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,300,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,300,REPAIR,,
4,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,300,REPAIR,,
4,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,300,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,300,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,300,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,OLTC,300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,MOLG,300,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,300,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,FAN,300,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,300,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,300,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,300,REPAIR,,
2,FINISHING,CABLE BOX,HV / LV,300,REPAIR,,
4,FINISHING,CABLE BOX,HV + LV,300,REPAIR,,
5,FINISHING,WIRING,STANDARD,300,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,300,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),300,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),300,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),300,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),300,REPAIR,,
14,FINISHING,RADIATOR PANEL,BONGKAR,300,REPAIR,,
14,FINISHING,RADIATOR PANEL,PASANG,300,REPAIR,,
2,FINISHING,CONSERVATOR,BONGKAR,300,REPAIR,,
2,FINISHING,CONSERVATOR,PASANG,300,REPAIR,,
2,QC TEST,QC TEST,ROUTINE TEST,300,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,300,REPAIR,,
15,QC TEST,QC TEST,TEMPERATURE RISE,300,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,300,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,300,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,300,REPAIR,,
2,QC TEST,QC TEST,PD,300,REPAIR,,
0.33,QC TEST,QC TEST,DGA,300,REPAIR,,
1.5,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),315,REPAIR,,
2,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),315,REPAIR,,
2.5,BONGKAR,UNTANKING,ON COVER TYPE WELDED,315,REPAIR,,
2.5,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),315,REPAIR,,
3,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),315,REPAIR,,
4,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,315,REPAIR,,
3.5,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),315,REPAIR,,
4,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),315,REPAIR,,
3.5,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,315,REPAIR,,
0,BONGKAR,CONSERVATOR,CONSERVATOR,315,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV,315,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX LV,315,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV-LV,315,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,315,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,315,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,315,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,315,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,315,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,315,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,315,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,315,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,315,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,315,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,315,REPAIR,,
0.5,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,315,REPAIR,,
2,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,315,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL WOUND,315,REPAIR,,
4,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,315,REPAIR,,
4.5,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,315,REPAIR,,
13.25,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),315,REPAIR,,
13,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,315,REPAIR,,
14.25,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,315,REPAIR,,
15.8,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,315,REPAIR,,
18,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,315,REPAIR,,
0,COIL MAKING,COIL LV,FLAT HELICAL,315,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,315,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,315,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,315,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,315,REPAIR,,
0.25,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),315,REPAIR,,
1.5,COIL MAKING,COIL LV,GROUNDSHIELD,315,REPAIR,,
0.25,COIL MAKING,COIL LV,TRANSPOSE,315,REPAIR,,
11.75,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,315,REPAIR,,
12.25,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,315,REPAIR,,
11.75,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,315,REPAIR,,
11.75,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,315,REPAIR,,
11.75,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,315,REPAIR,,
11.75,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,315,REPAIR,,
13.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,315,REPAIR,,
15.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,315,REPAIR,,
11.75,COIL MAKING,COIL HV,2 SECTION,315,REPAIR,,
22.5,COIL MAKING,COIL HV,4 SECTION,315,REPAIR,,
11.75,COIL MAKING,COIL HV,FR OLTC,315,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,315,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,315,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,315,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,315,REPAIR,,
0.25,COIL MAKING,COIL HV,TRANSPOSE,315,REPAIR,,
0.5,COIL MAKING,COIL HV,PRESS COIL,315,REPAIR,,
7,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUND-KOTAK,315,REPAIR,,
3,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,315,REPAIR,,
9,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE TOTAL,315,REPAIR,,
3,CONNECTION,CONNECTION,OFF-LOAD,315,REPAIR,,
28,CONNECTION,CONNECTION,ON-LOAD,315,REPAIR,,
14,CONNECTION,CONNECTION,CHANGE OVER BOARD,315,REPAIR,,
28,CONNECTION,CONNECTION,DOUBLE TAP,315,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,FLAT,315,REPAIR,,
2,FINAL ASSEMBLY,HV CONNECTION,RAIL,315,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,315,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,FLAT,315,REPAIR,,
2,FINAL ASSEMBLY,LV CONNECTION,RAIL,315,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,315,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,315,REPAIR,,
3,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,315,REPAIR,,
1.5,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,315,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,315,REPAIR,,
3,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,315,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,315,REPAIR,,
4,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,315,REPAIR,,
4,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,315,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,315,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,315,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,315,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,315,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,315,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,315,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,315,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,315,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,OLTC,315,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,MOLG,315,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,315,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,315,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,315,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,FAN,315,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,315,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,315,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,315,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,315,REPAIR,,
2,FINISHING,CABLE BOX,HV / LV,315,REPAIR,,
4,FINISHING,CABLE BOX,HV + LV,315,REPAIR,,
5,FINISHING,WIRING,STANDARD,315,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,315,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),315,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),315,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),315,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),315,REPAIR,,
14,FINISHING,RADIATOR PANEL,BONGKAR,315,REPAIR,,
14,FINISHING,RADIATOR PANEL,PASANG,315,REPAIR,,
2,FINISHING,CONSERVATOR,BONGKAR,315,REPAIR,,
2,FINISHING,CONSERVATOR,PASANG,315,REPAIR,,
2,QC TEST,QC TEST,ROUTINE TEST,315,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,315,REPAIR,,
15,QC TEST,QC TEST,TEMPERATURE RISE,315,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,315,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,315,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,315,REPAIR,,
2,QC TEST,QC TEST,PD,315,REPAIR,,
0.33,QC TEST,QC TEST,DGA,315,REPAIR,,
1.5,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),320,REPAIR,,
2,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),320,REPAIR,,
2.5,BONGKAR,UNTANKING,ON COVER TYPE WELDED,320,REPAIR,,
2.5,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),320,REPAIR,,
3,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),320,REPAIR,,
4,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,320,REPAIR,,
3.5,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),320,REPAIR,,
4,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),320,REPAIR,,
3.5,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,320,REPAIR,,
0,BONGKAR,CONSERVATOR,CONSERVATOR,320,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV,320,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX LV,320,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV-LV,320,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,320,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,320,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,320,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,320,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,320,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,320,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,320,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,320,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,320,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,320,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,320,REPAIR,,
0.5,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,320,REPAIR,,
2,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,320,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL WOUND,320,REPAIR,,
4,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,320,REPAIR,,
4.5,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,320,REPAIR,,
13.25,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),320,REPAIR,,
13,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,320,REPAIR,,
14.25,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,320,REPAIR,,
15.8,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,320,REPAIR,,
18,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,320,REPAIR,,
0,COIL MAKING,COIL LV,FLAT HELICAL,320,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,320,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,320,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,320,REPAIR,,
0,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,320,REPAIR,,
0.25,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),320,REPAIR,,
1.5,COIL MAKING,COIL LV,GROUNDSHIELD,320,REPAIR,,
0.25,COIL MAKING,COIL LV,TRANSPOSE,320,REPAIR,,
11.75,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,320,REPAIR,,
12.25,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,320,REPAIR,,
11.75,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,320,REPAIR,,
11.75,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,320,REPAIR,,
11.75,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,320,REPAIR,,
11.75,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,320,REPAIR,,
13.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,320,REPAIR,,
15.5,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,320,REPAIR,,
13.5,COIL MAKING,COIL HV,2 SECTION,320,REPAIR,,
22.5,COIL MAKING,COIL HV,4 SECTION,320,REPAIR,,
11.75,COIL MAKING,COIL HV,FR OLTC,320,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,320,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,320,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,320,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,320,REPAIR,,
0.25,COIL MAKING,COIL HV,TRANSPOSE,320,REPAIR,,
0.5,COIL MAKING,COIL HV,PRESS COIL,320,REPAIR,,
8,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUND-KOTAK,320,REPAIR,,
3,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,320,REPAIR,,
9,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE TOTAL,320,REPAIR,,
3,CONNECTION,CONNECTION,OFF-LOAD,320,REPAIR,,
28,CONNECTION,CONNECTION,ON-LOAD,320,REPAIR,,
14,CONNECTION,CONNECTION,CHANGE OVER BOARD,320,REPAIR,,
28,CONNECTION,CONNECTION,DOUBLE TAP,320,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,FLAT,320,REPAIR,,
2,FINAL ASSEMBLY,HV CONNECTION,RAIL,320,REPAIR,,
1,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,320,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,FLAT,320,REPAIR,,
2,FINAL ASSEMBLY,LV CONNECTION,RAIL,320,REPAIR,,
1,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,320,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,320,REPAIR,,
3,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,320,REPAIR,,
1.5,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,320,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,320,REPAIR,,
3,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,320,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,320,REPAIR,,
4,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,320,REPAIR,,
4,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,320,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,320,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,320,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,320,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,320,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,320,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,320,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,320,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,320,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,OLTC,320,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,MOLG,320,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,320,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,320,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,320,REPAIR,,
14,FINISHING,ACCESSORIES TRAFO,FAN,320,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,320,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,320,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,320,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,320,REPAIR,,
2,FINISHING,CABLE BOX,HV / LV,320,REPAIR,,
2,FINISHING,CABLE BOX,HV + LV,320,REPAIR,,
5,FINISHING,WIRING,STANDARD,320,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,320,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),320,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),320,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),320,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),320,REPAIR,,
14,FINISHING,RADIATOR PANEL,BONGKAR,320,REPAIR,,
14,FINISHING,RADIATOR PANEL,PASANG,320,REPAIR,,
2,FINISHING,CONSERVATOR,BONGKAR,320,REPAIR,,
2,FINISHING,CONSERVATOR,PASANG,320,REPAIR,,
2,QC TEST,QC TEST,ROUTINE TEST,320,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,320,REPAIR,,
15,QC TEST,QC TEST,TEMPERATURE RISE,320,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,320,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,320,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,320,REPAIR,,
2,QC TEST,QC TEST,PD,320,REPAIR,,
0.33,QC TEST,QC TEST,DGA,320,REPAIR,,
1.5,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),330,REPAIR,,
2,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),330,REPAIR,,
2.5,BONGKAR,UNTANKING,ON COVER TYPE WELDED,330,REPAIR,,
2.5,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),330,REPAIR,,
3,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),330,REPAIR,,
4,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,330,REPAIR,,
3.5,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),330,REPAIR,,
4,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),330,REPAIR,,
3.5,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,330,REPAIR,,
0,BONGKAR,CONSERVATOR,CONSERVATOR,330,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV,330,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX LV,330,REPAIR,,
0,BONGKAR,CABLE BOX,CABLE BOX HV-LV,330,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,330,REPAIR,,
0,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,330,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,330,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,330,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,330,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,330,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,330,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,330,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,330,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,330,REPAIR,,
0,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,330,REPAIR,,
0.5,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,330,REPAIR,,
2,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,330,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL WOUND,330,REPAIR,,
4,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,330,REPAIR,,
4.5,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,330,REPAIR,,
13.25,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),330,REPAIR,,
13,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,330,REPAIR,,
14.25,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,330,REPAIR,,
15.8,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,330,REPAIR,,
